"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
174,37,"BGR","Bulgaria",20,"Smolyan",174,"Nedelino","Obshtina","Municipality","<U+041D><U+0435><U+0434><U+0435><U+043B><U+0438><U+043D><U+043E>",NA
175,37,"BGR","Bulgaria",20,"Smolyan",175,"Rudozem","Obshtina","Municipality","<U+0420><U+0443><U+0434><U+043E><U+0437><U+0435><U+043C>",NA
176,37,"BGR","Bulgaria",20,"Smolyan",176,"Smolyan","City","City","<U+0421><U+043C><U+043E><U+043B><U+044F><U+043D>",NA
177,37,"BGR","Bulgaria",20,"Smolyan",177,"Zlatograd","Obshtina","Municipality","<U+0417><U+043B><U+0430><U+0442><U+043E><U+0433><U+0440><U+0430><U+0434>",NA
178,37,"BGR","Bulgaria",21,"Sofia",178,"Anton","Obshtina","Municipality",NA,NA
179,37,"BGR","Bulgaria",21,"Sofia",179,"Botevgrad","Obshtina","Municipality","<U+0411><U+043E><U+0442><U+0435><U+0432><U+0433><U+0440><U+0430><U+0434>","Orhanie|Samundzhievo"
180,37,"BGR","Bulgaria",21,"Sofia",180,"Bozhurishte","Obshtina","Municipality","<U+0411><U+043E><U+0436><U+0443><U+0440><U+0438><U+0449><U+0435>",NA
181,37,"BGR","Bulgaria",21,"Sofia",181,"Chavdar","Obshtina","Municipality","<U+0427><U+0430><U+0432><U+0434><U+0430><U+0440>",NA
182,37,"BGR","Bulgaria",21,"Sofia",182,"Chelopech","Obshtina","Municipality","<U+0427><U+0435><U+043B><U+043E><U+043F><U+0435><U+0447>",NA
183,37,"BGR","Bulgaria",21,"Sofia",183,"Dolna Banya","Obshtina","Municipality",NA,NA
184,37,"BGR","Bulgaria",21,"Sofia",184,"Dragoman","Obshtina","Municipality",NA,NA
185,37,"BGR","Bulgaria",21,"Sofia",185,"Elin Pelin","Obshtina","Municipality","<U+0415><U+043B><U+0438><U+043D> <U+041F><U+0435><U+043B><U+0438><U+043D>","Novoseltsi"
186,37,"BGR","Bulgaria",21,"Sofia",186,"Etropole","Obshtina","Municipality","<U+0415><U+0442><U+0440><U+043E><U+043F><U+043E><U+043B><U+0435>",NA
187,37,"BGR","Bulgaria",21,"Sofia",187,"Godech","Obshtina","Municipality","<U+0413><U+043E><U+0434><U+0435><U+0447>",NA
188,37,"BGR","Bulgaria",21,"Sofia",188,"Gorna Malina","Obshtina","Municipality",NA,NA
189,37,"BGR","Bulgaria",21,"Sofia",189,"Ihtiman","Obshtina","Municipality","<U+0418><U+0445><U+0442><U+0438><U+043C><U+0430><U+043D>",NA
190,37,"BGR","Bulgaria",21,"Sofia",190,"Koprivshtitsa","Obshtina","Municipality","<U+041A><U+043E><U+043F><U+0440><U+0438><U+0432><U+0449><U+0438><U+0446><U+0430>",NA
191,37,"BGR","Bulgaria",21,"Sofia",191,"Kostenets","Obshtina","Municipality","<U+041A><U+043E><U+0441><U+0442><U+0435><U+043D><U+0435><U+0446>",NA
192,37,"BGR","Bulgaria",21,"Sofia",192,"Kostinbrod","Obshtina","Municipality","<U+041A><U+043E><U+0441><U+0442><U+0438><U+043D><U+0431><U+0440><U+043E><U+0434>",NA
193,37,"BGR","Bulgaria",21,"Sofia",193,"Mirkovo","Obshtina","Municipality",NA,NA
194,37,"BGR","Bulgaria",21,"Sofia",194,"Pirdop","Obshtina","Municipality",NA,NA
195,37,"BGR","Bulgaria",21,"Sofia",195,"Pravets","Obshtina","Municipality","<U+041F><U+0440><U+0430><U+0432><U+0435><U+0446>","Pravec"
196,37,"BGR","Bulgaria",21,"Sofia",196,"Samokov","Obshtina","Municipality","<U+0421><U+0430><U+043C><U+043E><U+043A><U+043E><U+0432>",NA
197,37,"BGR","Bulgaria",21,"Sofia",197,"Slivnitsa","Obshtina","Municipality","<U+0421><U+043B><U+0438><U+0432><U+043D><U+0438><U+0446><U+0430>",NA
198,37,"BGR","Bulgaria",21,"Sofia",198,"Svoge","Obshtina","Municipality","<U+0421><U+0432><U+043E><U+0433><U+0435>",NA
199,37,"BGR","Bulgaria",21,"Sofia",199,"Zlatitsa","Obshtina","Municipality","<U+0417><U+043B><U+0430><U+0442><U+0438><U+0446><U+0430>",NA
200,37,"BGR","Bulgaria",22,"Stara Zagora",200,"Bratya Daskalovi","Obshtina","Municipality",NA,NA
201,37,"BGR","Bulgaria",22,"Stara Zagora",201,"Chirpan","Obshtina","Municipality","<U+0427><U+0438><U+0440><U+043F><U+0430><U+043D>",NA
202,37,"BGR","Bulgaria",22,"Stara Zagora",202,"Galabovo","Obshtina","Municipality","<U+0413><U+044A><U+043B><U+044A><U+0431><U+043E><U+0432><U+043E>",NA
203,37,"BGR","Bulgaria",22,"Stara Zagora",203,"Gurkovo","Obshtina","Municipality","<U+0413><U+0443><U+0440><U+043A><U+043E><U+0432><U+043E>",NA
204,37,"BGR","Bulgaria",22,"Stara Zagora",204,"Kazanlak","City","City","<U+041A><U+0430><U+0437><U+0430><U+043D><U+043B><U+044A><U+043A>",NA
205,37,"BGR","Bulgaria",22,"Stara Zagora",205,"Maglizh","Obshtina","Municipality","<U+041C><U+044A><U+0433><U+043B><U+0438><U+0436>",NA
206,37,"BGR","Bulgaria",22,"Stara Zagora",206,"Nikolaevo","Obshtina","Municipality","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430><U+0435><U+0432><U+043E>",NA
207,37,"BGR","Bulgaria",22,"Stara Zagora",207,"Opan","Obshtina","Municipality",NA,NA
208,37,"BGR","Bulgaria",22,"Stara Zagora",208,"Pavel Banya","Obshtina","Municipality","<U+041F><U+0430><U+0432><U+0435><U+043B> <U+0411><U+0430><U+043D><U+044F>",NA
209,37,"BGR","Bulgaria",22,"Stara Zagora",209,"Radnevo","Obshtina","Municipality","<U+0420><U+0430><U+0434><U+043D><U+0435><U+0432><U+043E>",NA
210,37,"BGR","Bulgaria",22,"Stara Zagora",210,"Stara Zagora","City","City","<U+0421><U+0442><U+0430><U+0440><U+0430> <U+0417><U+0430><U+0433><U+043E><U+0440><U+0430>",NA
211,37,"BGR","Bulgaria",23,"Targovishte",211,"Antonovo","Obshtina","Municipality","<U+0410><U+043D><U+0442><U+043E><U+043D><U+043E><U+0432><U+043E>",NA
212,37,"BGR","Bulgaria",23,"Targovishte",212,"Omurtag","Obshtina","Municipality","<U+041E><U+043C><U+0443><U+0440><U+0442><U+0430><U+0433>",NA
213,37,"BGR","Bulgaria",23,"Targovishte",213,"Opaka","Obshtina","Municipality","<U+041E><U+043F><U+0430><U+043A><U+0430>",NA
214,37,"BGR","Bulgaria",23,"Targovishte",214,"Popovo","Obshtina","Municipality","<U+041F><U+043E><U+043F><U+043E><U+0432><U+043E>",NA
215,37,"BGR","Bulgaria",23,"Targovishte",215,"Targovishte","Obshtina","Municipality","<U+0422><U+044A><U+0440><U+0433><U+043E><U+0432><U+0438><U+0449><U+043A><U+0430> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442>",NA
216,37,"BGR","Bulgaria",24,"Varna",216,"Aksakovo","Obshtina","Municipality","<U+0410><U+043A><U+0441><U+0430><U+043A><U+043E><U+0432><U+043E>",NA
217,37,"BGR","Bulgaria",24,"Varna",217,"Avren","Obshtina","Municipality",NA,NA
218,37,"BGR","Bulgaria",24,"Varna",218,"Beloslav","Obshtina","Municipality","<U+0411><U+0435><U+043B><U+043E><U+0441><U+043B><U+0430><U+0432>",NA
219,37,"BGR","Bulgaria",24,"Varna",219,"Byala","Obshtina","Municipality","<U+0411><U+044F><U+043B><U+0430>",NA
220,37,"BGR","Bulgaria",24,"Varna",220,"Dalgopol","Obshtina","Municipality",NA,NA
221,37,"BGR","Bulgaria",24,"Varna",221,"Devnya","Obshtina","Municipality","<U+0414><U+0435><U+0432><U+043D><U+044F>",NA
222,37,"BGR","Bulgaria",24,"Varna",222,"Dolni Chiflik","Obshtina","Municipality","<U+0414><U+043E><U+043B><U+043D><U+0438> <U+0447><U+0438><U+0444><U+043B><U+0438><U+043A>",NA
223,37,"BGR","Bulgaria",24,"Varna",223,"Provadiya","Obshtina","Municipality","<U+041F><U+0440><U+043E><U+0432><U+0430><U+0434><U+0438><U+044F>","Provadia"
224,37,"BGR","Bulgaria",24,"Varna",224,"Suvorovo","Obshtina","Municipality",NA,NA
225,37,"BGR","Bulgaria",24,"Varna",225,"Valchi Dol","Obshtina","Municipality",NA,NA
226,37,"BGR","Bulgaria",24,"Varna",226,"Varna","City","City","<U+0412><U+0430><U+0440><U+043D><U+0430>",NA
227,37,"BGR","Bulgaria",24,"Varna",227,"Vetrino","Obshtina","Municipality",NA,NA
228,37,"BGR","Bulgaria",25,"Veliko Tarnovo",228,"Elena","Obshtina","Municipality","<U+0415><U+043B><U+0435><U+043D><U+0430>",NA
229,37,"BGR","Bulgaria",25,"Veliko Tarnovo",229,"Gorna Orhyahovitsa","Obshtina","Municipality","<U+0413><U+043E><U+0440><U+043D><U+0430> <U+041E><U+0440><U+044F><U+0445><U+043E><U+0432><U+0438><U+0446><U+0430>",NA
230,37,"BGR","Bulgaria",25,"Veliko Tarnovo",230,"Lyaskovets","Obshtina","Municipality","<U+041B><U+044F><U+0441><U+043A><U+043E><U+0432><U+0435><U+0446>","Leskofça"
231,37,"BGR","Bulgaria",25,"Veliko Tarnovo",231,"Pavlikeni","Obshtina","Municipality","<U+041F><U+0430><U+0432><U+043B><U+0438><U+043A><U+0435><U+043D><U+0438>",NA
232,37,"BGR","Bulgaria",25,"Veliko Tarnovo",232,"Polski Trambesh","Obshtina","Municipality",NA,NA
233,37,"BGR","Bulgaria",25,"Veliko Tarnovo",233,"Strazhitsa","Obshtina","Municipality",NA,NA
234,37,"BGR","Bulgaria",25,"Veliko Tarnovo",234,"Suhindol","Obshtina","Municipality","<U+0421><U+0443><U+0445><U+0438><U+043D><U+0434><U+043E><U+043B>",NA
235,37,"BGR","Bulgaria",25,"Veliko Tarnovo",235,"Svishtov","Obshtina","Municipality","<U+0421><U+0432><U+0438><U+0449><U+043E><U+0432>","Zistovi"
236,37,"BGR","Bulgaria",25,"Veliko Tarnovo",236,"Veliko Tarnovo","City","City","<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E> <U+0422><U+044A><U+0440><U+043D><U+043E><U+0432><U+043E>","Veliko Turnovo|Timova"
237,37,"BGR","Bulgaria",25,"Veliko Tarnovo",237,"Zlataritsa","Obshtina","Municipality","<U+0417><U+043B><U+0430><U+0442><U+0430><U+0440><U+0438><U+0446><U+0430>",NA
238,37,"BGR","Bulgaria",26,"Vidin",238,"Belogradchik","Obshtina","Municipality","<U+0411><U+0435><U+043B><U+043E><U+0433><U+0440><U+0430><U+0434><U+0447><U+0438><U+043A>",NA
239,37,"BGR","Bulgaria",26,"Vidin",239,"Boinitsa","Obshtina","Municipality",NA,"Boynitsa"
240,37,"BGR","Bulgaria",26,"Vidin",240,"Bregovo","Obshtina","Municipality","<U+0411><U+0440><U+0435><U+0433><U+043E><U+0432><U+043E>",NA
241,37,"BGR","Bulgaria",26,"Vidin",241,"Chuprene","Obshtina","Municipality",NA,NA
242,37,"BGR","Bulgaria",26,"Vidin",242,"Dimovo","Obshtina","Municipality",NA,NA
243,37,"BGR","Bulgaria",26,"Vidin",243,"Gramada","Obshtina","Municipality",NA,NA
244,37,"BGR","Bulgaria",26,"Vidin",244,"Kula","Obshtina","Municipality",NA,NA
245,37,"BGR","Bulgaria",26,"Vidin",245,"Makresh","Obshtina","Municipality",NA,NA
246,37,"BGR","Bulgaria",26,"Vidin",246,"Novo Selo","Obshtina","Municipality","<U+041D><U+043E><U+0432><U+043E> <U+0441><U+0435><U+043B><U+043E>",NA
247,37,"BGR","Bulgaria",26,"Vidin",247,"Ruzh","Obshtina","Municipality",NA,"Ruzhintsi"
248,37,"BGR","Bulgaria",26,"Vidin",248,"Vidin","City","City",NA,NA
249,37,"BGR","Bulgaria",27,"Vratsa",249,"Borovan","Obshtina","Municipality",NA,NA
250,37,"BGR","Bulgaria",27,"Vratsa",250,"Byala Slatina","Obshtina","Municipality","<U+0411><U+044F><U+043B><U+0430> <U+0421><U+043B><U+0430><U+0442><U+0438><U+043D><U+0430>",NA
251,37,"BGR","Bulgaria",27,"Vratsa",251,"Hairedin","Obshtina","Municipality",NA,"Hayredin"
252,37,"BGR","Bulgaria",27,"Vratsa",252,"Kozloduy","Obshtina","Municipality","<U+041A><U+043E><U+0437><U+043B><U+043E><U+0434><U+0443><U+0439>",NA
253,37,"BGR","Bulgaria",27,"Vratsa",253,"Krivodol","Obshtina","Municipality",NA,NA
254,37,"BGR","Bulgaria",27,"Vratsa",254,"Mezdra","Obshtina","Municipality","<U+041C><U+0435><U+0437><U+0434><U+0440><U+0430>",NA
255,37,"BGR","Bulgaria",27,"Vratsa",255,"Miziya","Obshtina","Municipality","<U+041C><U+0438><U+0437><U+0438><U+044F>","Mizia"
256,37,"BGR","Bulgaria",27,"Vratsa",256,"Oryahovo","Obshtina","Municipality","<U+041E><U+0440><U+044F><U+0445><U+043E><U+0432><U+043E>",NA
257,37,"BGR","Bulgaria",27,"Vratsa",257,"Roman","Obshtina","Municipality","<U+0420><U+043E><U+043C><U+0430><U+043D>",NA
258,37,"BGR","Bulgaria",27,"Vratsa",258,"Vratsa","City","City","<U+0412><U+0440><U+0430><U+0446><U+0430>","Vratsa|Vraca|Ivraca"
259,37,"BGR","Bulgaria",28,"Yambol",259,"Bolyarovo","Obshtina","Municipality","<U+0411><U+043E><U+043B><U+044F><U+0440><U+043E><U+0432><U+043E>",NA
260,37,"BGR","Bulgaria",28,"Yambol",260,"Elhovo","Obshtina","Municipality","<U+0415><U+043B><U+0445><U+043E><U+0432><U+043E>",NA
261,37,"BGR","Bulgaria",28,"Yambol",261,"Straldzha","Obshtina","Municipality","<U+0421><U+0442><U+0440><U+0430><U+043B><U+0434><U+0436><U+0430>",NA
262,37,"BGR","Bulgaria",28,"Yambol",262,"Tundzha","Obshtina","Municipality","<U+0422><U+0443><U+043D><U+0434><U+0436><U+0430>","Tunca"
263,37,"BGR","Bulgaria",28,"Yambol",263,"Yambol","City","City","<U+042F><U+043C><U+0431><U+043E><U+043B>",NA
