Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
North East
Staffordshire Moorlands 29.1% 18.4% 5.2% 36.7% 4.5% 1.5% 0.0% 4.6% 23,312 -1.8% 6.1% -7.3% 13.4% -1.0% -7.4% 0.0% -2.0% 78,500 29.7%
Stoke-on-Trent 14.7% 29.5% 2.8% 39.7% 4.0% 3.2% 0.0% 6.2% 43,234 -3.0% 8.9% -7.0% 17.6% 0.1% -14.5% 0.0% -2.0% 186,143 23.2%
Stratford on Avon 37.8% 10.6% 11.0% 29.6% 5.6% 0.7% 0.0% 4.6% 38,562 -0.1% 5.1% -9.6% 9.7% -0.5% -3.7% 0.0% -0.8% 96,783 39.8%
Tamworth 27.2% 23.9% 2.6% 34.7% 3.5% 1.6% 0.0% 6.5% 18,939 0.6% 7.2% -5.3% 9.7% -1.3% -9.4% 0.0% -1.5% 57,316 33.0%
Telford & Wrekin 24.5% 24.9% 3.8% 36.2% 4.1% 1.6% 0.0% 4.9% 42,632 -4.0% 8.7% -5.9% 10.8% -0.4% -7.4% 0.0% -1.9% 122,321 34.9%
Walsall 21.5% 31.0% 2.8% 33.6% 2.8% 2.3% 0.0% 5.9% 65,613 -5.4% 12.0% -4.5% 9.0% -1.0% -9.3% 0.0% -0.9% 196,807 33.3%
Warwick 31.9% 21.8% 9.2% 22.9% 9.3% 0.8% 0.0% 4.0% 37,577 -1.8% 6.1% -5.9% 7.4% -0.5% -3.2% 0.0% -2.1% 99,431 37.8%
Wolverhampton 17.5% 37.8% 2.7% 31.3% 3.5% 2.0% 0.0% 5.1% 57,170 -7.2% 10.2% -4.8% 11.1% -0.8% -7.1% 0.0% -1.4% 174,325 32.8%
Worcester 26.7% 24.7% 4.9% 28.7% 8.3% 1.3% 0.0% 5.3% 26,879 -0.5% 8.6% -6.3% 7.1% -1.8% -5.6% 0.0% -1.6% 72,960 36.8%
Wychavon 36.8% 10.4% 7.2% 35.1% 4.9% 1.0% 0.0% 4.6% 34,558 -1.9% 4.3% -8.4% 13.3% -1.5% -4.5% 0.0% -1.3% 90,807 38.1%
Wyre Forest 28.1% 18.2% 4.4% 36.6% 5.2% 1.3% 0.0% 6.2% 27,570 -2.5% 7.7% -6.7% 9.3% -0.8% -6.5% 0.0% -0.6% 76,893 35.9%
West Midlands total 24.3% 26.7% 5.6% 31.5% 5.3% 1.5% 0.0% 5.1% 1,359,207 -3.8% 9.7% -6.5% 10.2% -1.0% -7.1% 0.0% -1.6% 4,105,904 33.1%
East
Babergh 31.2% 13.1% 6.7% 35.0% 10.2% 0.5% 0.0% 3.3% 26,358 0.5% 5.8% -8.2% 11.2% 0.7% -4.2% 0.0% -5.9% 69,928 37.7%
Basildon 24.2% 17.3% 2.9% 44.8% 4.8% 1.3% 0.0% 4.7% 42,230 -5.8% 5.4% -5.1% 21.9% -0.6% -9.3% 0.0% -6.5% 131,950 32.0%
Bedford 28.2% 23.7% 8.0% 28.3% 7.0% 0.8% 0.0% 4.0% 40,572 -2.1% 8.7% -8.0% 11.9% -0.2% -3.8% 0.0% -6.4% 119,104 34.1%
Braintree 29.5% 14.7% 3.9% 39.1% 8.3% 0.8% 0.0% 3.7% 37,445 -2.8% 4.3% -5.5% 17.3% -1.2% -4.9% 0.0% -7.2% 110,249 34.0%
Breckland 28.9% 13.0% 3.6% 42.2% 8.0% 0.7% 0.0% 3.6% 34,097 -3.4% 4.2% -5.6% 17.4% -1.1% -5.5% 0.0% -6.1% 94,778 36.0%
Brentwood 32.8% 10.3% 8.3% 37.5% 6.3% 0.9% 0.0% 3.9% 22,747 -2.0% 4.6% -6.1% 16.2% -0.7% -5.3% 0.0% -6.8% 58,238 39.1%
Broadland 29.3% 15.0% 6.1% 36.6% 9.7% 0.5% 0.0% 2.8% 35,244 -2.4% 6.2% -7.9% 14.5% 0.0% -4.5% 0.0% -5.9% 95,709 36.8%
Broxbourne 31.4% 14.6% 2.6% 41.4% 4.2% 1.2% 0.0% 4.6% 22,945 -3.8% 5.3% -4.5% 19.9% -1.2% -9.7% 0.0% -5.9% 69,639 32.9%
Cambridge 15.9% 27.9% 21.2% 12.4% 19.9% 0.3% 0.0% 2.3% 37,057 -3.5% 11.7% -5.4% 4.1% 1.8% -2.0% 0.0% -6.8% 84,292 44.0%
Castle Point 25.8% 12.6% 1.8% 47.8% 4.8% 1.5% 0.0% 5.8% 23,853 -4.4% 2.8% -3.5% 19.6% -0.2% -8.3% 0.0% -5.9% 67,670 35.2%
Central Bedfordshire 31.5% 14.4% 5.3% 36.8% 7.5% 0.8% 0.0% 3.7% 66,641 -2.9% 6.3% -7.7% 17.9% -0.1% -6.1% 0.0% -7.4% 201,913 33.0%
Chelmsford 31.4% 12.1% 8.7% 36.8% 7.3% 0.5% 0.0% 3.1% 43,612 -1.0% 4.7% -9.3% 16.0% -0.3% -4.2% 0.0% -6.0% 128,353 34.0%
Colchester 27.9% 14.8% 11.1% 31.9% 10.0% 0.6% 0.0% 3.7% 45,439 0.6% 6.0% -8.9% 12.3% -0.5% -3.9% 0.0% -5.6% 123,267 36.9%
Dacorum 32.3% 16.2% 8.2% 30.7% 8.9% 0.7% 0.0% 3.1% 36,211 -3.3% 5.4% -6.6% 14.6% 0.5% -4.6% 0.0% -6.0% 109,482 33.1%
East Cambridgeshire 31.8% 12.1% 11.0% 31.2% 10.0% 0.5% 0.0% 3.3% 21,016 -1.7% 6.1% -7.1% 13.7% 0.7% -3.9% 0.0% -7.9% 65,531 32.1%
East Hertfordshire 35.7% 13.7% 6.5% 31.6% 8.7% 0.7% 0.0% 3.1% 37,351 -0.7% 6.2% -5.5% 11.7% -1.4% -4.3% 0.0% -6.1% 100,340 37.2%
Epping Forest 31.2% 11.4% 5.0% 40.3% 6.7% 1.1% 0.0% 4.4% 34,429 -4.5% 4.3% -6.4% 18.8% 0.2% -6.8% 0.0% -5.6% 97,382 35.4%
Fenland 28.9% 10.9% 3.4% 47.3% 4.2% 1.0% 0.0% 4.4% 23,152 -5.3% 3.5% -6.4% 22.7% -0.9% -6.6% 0.0% -7.1% 69,659 33.2%
Forest Heath 28.3% 11.1% 3.4% 45.8% 6.0% 0.9% 0.0% 4.6% 12,688 -5.7% 4.2% -7.4% 20.6% 0.3% -5.1% 0.0% -6.9% 38,124 33.3%
Great Yarmouth 22.5% 20.8% 1.8% 45.2% 5.1% 1.0% 0.0% 3.7% 26,095 -6.2% 5.6% -4.5% 19.8% -1.4% -6.8% 0.0% -6.5% 69,641 37.5%
Harlow 20.9% 26.1% 2.8% 39.2% 4.8% 1.2% 0.0% 5.0% 20,655 -3.2% 6.7% -7.3% 20.1% -1.2% -8.4% 0.0% -6.7% 60,664 34.0%
Hertsmere 37.7% 17.5% 4.8% 29.1% 6.0% 0.7% 0.0% 4.2% 26,326 -3.4% 6.7% -5.4% 12.5% -0.6% -4.9% 0.0% -4.8% 75,789 34.7%
Huntingdonshire 33.6% 10.1% 7.9% 36.7% 7.4% 0.5% 0.0% 3.8% 45,623 -1.9% 4.9% -6.1% 14.4% 0.3% -4.6% 0.0% -6.9% 126,882 36.0%
Ipswich 22.1% 28.9% 4.8% 31.1% 7.9% 0.9% 0.0% 4.3% 34,072 -3.1% 10.6% -7.0% 14.1% -1.4% -6.3% 0.0% -6.8% 94,737 36.0%
36 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
King's Lynn & West Norfolk 29.2% 14.2% 3.2% 41.6% 7.4% 0.8% 0.0% 3.6% 39,284 -5.9% 4.4% -6.2% 20.7% -0.3% -6.3% 0.0% -6.3% 112,438 34.9%
Luton 16.2% 42.2% 3.9% 27.5% 4.9% 1.1% 0.0% 4.1% 39,898 -5.6% 18.1% -12.6% 12.2% -0.5% -6.2% 0.0% -5.4% 132,825 30.0%
Maldon 32.3% 10.8% 3.7% 40.9% 8.1% 1.1% 0.0% 3.2% 17,320 -2.5% 3.8% -5.6% 17.0% -0.8% -5.4% 0.0% -6.5% 47,824 36.2%
Mid Suffolk 32.4% 11.4% 5.6% 33.6% 13.1% 0.6% 0.0% 3.4% 28,907 0.9% 5.3% -8.3% 13.4% -1.1% -4.1% 0.0% -6.1% 76,471 37.8%
North Hertfordshire 33.1% 18.8% 7.9% 26.7% 10.0% 0.6% 0.0% 3.0% 36,846 -1.1% 7.0% -6.7% 11.0% -0.3% -3.1% 0.0% -6.9% 99,575 37.0%
North Norfolk 25.9% 10.9% 13.6% 37.7% 8.7% 0.6% 0.0% 2.6% 32,530 -1.9% 5.9% -12.6% 16.0% 1.0% -3.3% 0.0% -5.2% 81,886 39.7%
Norwich 14.5% 29.5% 7.4% 20.9% 23.9% 0.7% 0.0% 3.1% 38,514 -3.0% 12.8% -7.6% 8.6% -1.1% -4.0% 0.0% -5.6% 99,677 38.6%
Peterborough 25.6% 25.1% 4.5% 33.5% 5.7% 0.9% 0.0% 4.7% 45,913 -5.5% 10.7% -5.4% 13.3% -1.0% -6.5% 0.0% -5.6% 124,044 37.0%
Rochford 29.5% 10.6% 3.4% 43.4% 6.6% 0.8% 0.0% 5.6% 23,764 -4.2% 4.1% -5.9% 21.0% 0.4% -7.0% 0.0% -8.5% 66,054 36.0%
South Cambridgeshire 32.4% 13.9% 14.8% 24.2% 11.6% 0.4% 0.0% 2.7% 47,459 -1.0% 6.7% -5.5% 9.8% 1.1% -2.7% 0.0% -8.3% 111,666 42.5%
South Norfolk 32.5% 13.3% 7.1% 31.8% 11.8% 0.6% 0.0% 3.0% 37,431 -1.5% 6.7% -9.3% 13.0% 0.4% -3.5% 0.0% -5.7% 99,147 37.8%
Southend-on-Sea 26.8% 15.6% 6.1% 37.1% 7.9% 1.1% 0.0% 5.4% 43,033 -3.3% 5.9% -6.0% 15.3% 0.6% -7.4% 0.0% -5.1% 129,688 33.2%
St Albans 33.5% 18.1% 14.0% 21.4% 9.8% 0.4% 0.0% 2.7% 45,112 0.6% 8.5% -7.1% 8.3% -1.5% -2.6% 0.0% -6.1% 104,713 43.1%
St Edmundsbury 31.0% 13.3% 5.1% 36.4% 9.8% 0.7% 0.0% 3.8% 29,762 -1.1% 5.1% -7.0% 15.2% 0.4% -4.7% 0.0% -7.9% 80,353 37.0%
Stevenage 21.3% 29.3% 5.3% 32.8% 5.7% 0.9% 0.0% 4.7% 23,082 -2.8% 7.5% -5.9% 14.4% -0.6% -5.5% 0.0% -7.0% 62,523 36.9%
Suffolk Coastal 33.4% 13.5% 7.0% 31.8% 10.3% 0.6% 0.0% 3.3% 38,868 1.1% 6.0% -7.1% 11.4% -0.5% -3.9% 0.0% -7.0% 93,213 41.7%
Tendring 24.9% 13.1% 2.1% 48.4% 6.5% 1.0% 0.0% 4.1% 40,118 -4.0% 3.6% -6.9% 20.5% 0.2% -6.4% 0.0% -6.9% 110,160 36.4%
Three Rivers 33.6% 13.0% 13.2% 29.3% 6.7% 0.7% 0.0% 3.4% 25,231 -0.8% 5.1% -6.5% 13.7% -0.5% -5.2% 0.0% -5.9% 67,248 37.5%
Thurrock 19.5% 22.8% 1.7% 45.9% 3.4% 1.6% 0.0% 5.1% 37,951 -3.3% 4.5% -3.6% 24.2% -0.8% -15.9% 0.0% -5.0% 109,359 34.7%
Uttlesford 36.1% 9.7% 9.5% 32.0% 8.8% 0.7% 0.0% 3.3% 22,820 -2.4% 4.5% -6.0% 14.0% -0.9% -3.3% 0.0% -6.0% 62,452 36.5%
Watford 21.3% 26.3% 15.0% 24.0% 7.4% 0.9% 0.0% 5.1% 25,002 -1.0% 9.7% -9.8% 11.5% -1.8% -3.9% 0.0% -4.7% 65,442 38.2%
Waveney 25.1% 22.0% 2.7% 36.9% 9.0% 0.8% 0.0% 3.5% 31,054 -2.0% 7.9% -6.2% 12.7% -1.1% -4.6% 0.0% -6.8% 90,264 34.4%
Welwyn Hatfield 32.5% 19.0% 6.4% 29.8% 7.3% 0.9% 0.0% 4.0% 28,589 -4.3% 6.7% -6.2% 14.8% -1.2% -4.3% 0.0% -5.6% 79,039 36.2%
East total 28.4% 17.3% 6.9% 34.5% 8.5% 0.8% 0.0% 3.8% 1,574,346 -2.8% 6.8% -6.9% 14.9% -0.3% -5.3% 0.0% -6.3% 4,369,382 36.0%
London
Barking & Dagenham 8.2% 49.3% 1.3% 28.1% 2.9% 2.5% 0.0% 7.5% 45,344 -5.7% 17.9% -3.3% 13.3% -0.8% -16.9% 0.0% -4.5% 119,810 37.8%
Barnet 34.5% 30.8% 4.7% 15.0% 7.9% 0.5% 0.0% 6.6% 93,476 -4.6% 11.7% -6.4% 5.6% -2.0% -2.3% 0.0% -2.0% 236,815 39.5%
Bexley 25.8% 20.7% 2.3% 37.6% 4.4% 1.7% 0.0% 7.4% 68,225 -5.0% 6.9% -5.0% 16.9% -1.1% -10.6% 0.0% -2.1% 179,050 38.1%
Brent 18.0% 46.8% 10.0% 8.7% 7.0% 0.9% 0.0% 8.6% 73,602 -2.5% 20.2% -9.5% 3.2% -1.6% -1.2% 0.0% -8.6% 192,012 38.3%
Bromley 32.4% 15.8% 5.7% 31.1% 8.0% 0.7% 0.0% 6.3% 94,466 -5.4% 7.7% -6.6% 12.2% -1.5% -4.8% 0.0% -1.6% 231,329 40.8%
Camden 19.7% 40.4% 9.6% 9.2% 14.1% 0.6% 0.0% 6.4% 57,700 -2.5% 16.5% -12.1% 3.4% -3.1% -2.2% 0.0% -0.2% 140,599 41.0%
City of London 30.2% 24.0% 13.7% 13.8% 12.8% 0.4% 0.0% 5.1% 2,274 -2.2% 8.0% -5.4% 4.9% -1.8% -1.8% 0.0% -1.8% 6,120 37.2%
Croydon 27.3% 33.2% 3.9% 20.0% 7.0% 1.1% 0.0% 7.5% 97,687 -4.4% 14.9% -6.0% 6.5% -1.8% -3.7% 0.0% -5.5% 248,923 39.2%
Ealing 20.0% 45.6% 5.7% 11.2% 7.3% 0.9% 0.0% 9.2% 95,305 -5.5% 19.9% -6.3% 3.1% -2.9% -2.2% 0.0% -6.2% 219,952 43.3%
Enfield 22.6% 41.6% 3.0% 18.5% 6.6% 0.8% 0.0% 6.8% 77,084 -8.6% 18.0% -5.3% 6.4% -2.4% -4.1% 0.0% -3.9% 196,782 39.2%
Greenwich 16.1% 40.5% 4.1% 21.0% 8.6% 1.2% 0.0% 8.5% 63,623 -4.4% 14.0% -5.8% 8.1% -2.4% -7.2% 0.0% -2.4% 165,222 38.5%
Hackney 11.2% 54.1% 5.6% 4.9% 17.7% 0.5% 0.0% 6.0% 65,662 -3.8% 19.9% -6.1% 0.4% -5.1% -1.7% 0.0% -3.6% 160,081 41.0%
Hammersmith & Fulham 30.9% 33.2% 6.5% 12.3% 9.5% 0.6% 0.0% 7.1% 46,801 -6.9% 13.3% -6.1% 5.1% -2.5% -2.3% 0.0% -0.6% 115,717 40.4%
Haringey 11.3% 48.4% 11.5% 7.1% 15.2% 0.5% 0.0% 6.0% 63,501 -3.8% 19.7% -12.1% 2.7% -2.2% -1.6% 0.0% -2.7% 175,502 36.2%
Harrow 31.2% 35.5% 3.8% 14.0% 5.4% 0.9% 0.0% 9.2% 71,662 -2.1% 16.0% -6.0% 4.6% -1.3% -2.0% 0.0% -9.3% 170,864 41.9%
Havering 24.7% 15.6% 1.9% 43.6% 4.4% 1.7% 0.0% 8.0% 79,228 -3.5% 4.8% -4.5% 18.0% -1.2% -12.3% 0.0% -1.3% 184,104 43.0%
Hillingdon 27.1% 28.7% 3.3% 26.8% 5.0% 1.3% 0.0% 7.7% 73,753 -5.2% 13.1% -6.0% 10.4% -1.5% -6.4% 0.0% -4.5% 201,367 36.6%
Hounslow 21.9% 41.3% 3.9% 17.0% 6.6% 1.0% 0.0% 8.3% 67,206 -5.7% 16.3% -7.0% 5.7% -2.7% -4.3% 0.0% -2.3% 173,680 38.7%
Islington 11.5% 47.5% 8.9% 9.8% 15.7% 0.6% 0.0% 5.9% 57,510 -3.0% 18.2% -10.3% 3.6% -4.5% -2.9% 0.0% -1.1% 142,650 40.3%
Kensington & Chelsea 42.1% 21.9% 6.6% 14.7% 8.1% 0.5% 0.0% 6.0% 29,334 -6.5% 9.9% -5.0% 6.4% -2.3% -1.7% 0.0% -0.8% 88,359 33.2%
Kingston upon Thames 29.8% 16.4% 17.5% 19.4% 9.5% 0.6% 0.0% 6.8% 49,321 1.3% 9.0% -10.5% 7.9% 0.3% -2.9% 0.0% -5.2% 111,306 44.3%
Lambeth 14.2% 47.0% 8.8% 7.9% 15.2% 0.6% 0.0% 6.4% 73,366 -4.1% 19.2% -10.9% 2.5% -2.9% -1.5% 0.0% -2.4% 201,883 36.3%
37 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
Lewisham 11.5% 45.9% 6.0% 12.3% 14.4% 0.7% 0.0% 9.1% 70,859 -4.4% 19.6% -7.6% 3.4% -3.4% -3.2% 0.0% -4.5% 183,938 38.5%
Merton 24.9% 36.8% 6.6% 16.0% 7.6% 0.8% 0.0% 7.4% 59,381 -4.0% 16.7% -5.1% 6.2% -2.3% -3.7% 0.0% -7.8% 136,701 43.4%
Newham 16.6% 58.4% 1.9% 8.3% 4.6% 1.0% 0.0% 9.1% 74,565 0.0% 17.8% -3.9% 2.6% -2.4% -3.5% 0.0% -10.6% 173,606 43.0%
Redbridge 23.8% 41.0% 4.3% 15.9% 5.6% 0.8% 0.0% 8.6% 81,683 -4.3% 18.3% -4.9% 4.2% -2.3% -3.9% 0.0% -7.2% 202,197 40.4%
Richmond upon Thames 34.7% 13.2% 19.5% 15.5% 11.4% 0.4% 0.0% 5.3% 62,838 1.4% 6.4% -11.3% 6.4% -0.7% -2.2% 0.0% 0.0% 132,622 47.4%
Southwark 12.5% 43.2% 12.5% 11.0% 13.3% 0.8% 0.0% 6.7% 73,115 -2.4% 15.2% -10.6% 4.2% -0.9% -3.3% 0.0% -2.3% 193,533 37.8%
Sutton 24.6% 13.2% 20.1% 27.1% 6.1% 1.0% 0.0% 7.8% 60,213 -2.2% 6.7% -6.2% 10.3% -0.3% -5.0% 0.0% -3.3% 140,553 42.8%
Tower Hamlets 12.0% 54.2% 4.2% 9.8% 10.8% 1.0% 0.0% 7.9% 80,211 -10.8% 18.8% -6.9% 3.7% -1.0% -3.7% 0.0% -0.1% 164,242 48.8%
Waltham Forest 14.3% 42.8% 6.7% 16.2% 10.7% 0.9% 0.0% 8.4% 65,920 -5.4% 17.5% -6.9% 5.6% -2.0% -4.0% 0.0% -4.7% 164,064 40.2%
Wandsworth 34.7% 30.9% 7.2% 10.9% 10.0% 0.5% 0.0% 5.8% 83,691 -4.3% 11.9% -4.8% 4.5% -3.2% -1.8% 0.0% -2.2% 215,504 38.8%
Westminster 33.9% 31.3% 6.4% 13.6% 7.9% 0.5% 0.0% 6.3% 41,869 -7.9% 13.3% -5.5% 5.8% -2.7% -2.0% 0.0% -1.0% 121,161 34.6%
London total 22.5% 36.7% 6.7% 16.9% 8.9% 0.9% 0.0% 7.4% 2,200,475 -4.8% 15.4% -7.0% 6.1% -2.0% -4.1% 0.0% -3.7% 5,490,248 40.1%
South East
Adur 28.5% 14.8% 6.5% 36.3% 8.0% 0.7% 0.0% 5.3% 18,051 -1.8% 7.1% -4.0% 11.3% -5.0% -4.0% 0.0% -3.6% 48,250 37.4%
Arun 30.5% 9.5% 5.2% 42.6% 6.8% 0.7% 0.0% 4.7% 42,023 -3.3% 4.0% -7.2% 16.3% -2.3% -4.3% 0.0% -3.1% 111,422 37.7%
Ashford 30.2% 12.4% 5.6% 38.9% 7.6% 0.8% 0.0% 4.6% 31,399 -7.6% 4.8% -5.4% 19.1% -3.3% -4.2% 0.0% -3.5% 88,719 35.4%
Aylesbury Vale 31.5% 11.6% 8.8% 35.3% 8.2% 0.7% 0.0% 3.8% 47,744 -5.2% 5.8% -7.6% 15.2% -1.6% -3.4% 0.0% -3.3% 135,629 35.2%
Basingstoke and Deane 33.3% 15.1% 8.0% 29.7% 7.9% 0.9% 0.0% 5.1% 47,110 -4.1% 6.9% -5.5% 12.0% -2.0% -3.8% 0.0% -3.5% 129,832 36.3%
Bracknell Forest 32.5% 15.3% 6.3% 32.9% 7.3% 1.0% 0.0% 4.7% 27,756 -3.7% 6.6% -4.5% 12.0% -3.2% -4.6% 0.0% -2.7% 84,702 32.8%
Brighton & Hove 20.6% 26.9% 5.3% 18.7% 24.5% 0.4% 0.0% 3.5% 75,781 -1.5% 12.4% -4.9% 6.7% -6.9% -2.5% 0.0% -3.3% 200,433 37.8%
Canterbury 25.7% 15.4% 7.7% 34.4% 12.2% 0.6% 0.0% 4.0% 39,153 -5.5% 7.4% -7.5% 15.8% -3.4% -3.3% 0.0% -3.4% 111,683 35.1%
Cherwell 32.3% 17.2% 7.3% 28.8% 8.7% 0.9% 0.0% 4.9% 38,238 -7.2% 7.9% -4.7% 12.0% -0.7% -4.0% 0.0% -3.5% 106,035 36.1%
Chichester 37.4% 8.4% 7.3% 32.4% 10.0% 0.5% 0.0% 3.9% 32,778 -1.6% 4.0% -5.8% 11.7% -3.1% -2.8% 0.0% -2.4% 90,266 36.3%
Chiltern 37.3% 8.5% 8.2% 32.7% 9.4% 0.5% 0.0% 3.5% 28,453 -3.6% 4.3% -7.9% 15.4% -2.2% -2.7% 0.0% -3.3% 72,943 39.0%
Crawley 24.8% 28.1% 3.6% 32.1% 5.1% 1.1% 0.0% 5.2% 27,438 -5.6% 8.1% -4.5% 15.2% -2.4% -6.0% 0.0% -4.8% 75,409 36.4%
Dartford 24.1% 20.2% 2.9% 40.8% 4.8% 1.2% 0.0% 6.0% 26,380 -4.7% 5.3% -4.0% 21.9% -2.9% -6.7% 0.0% -8.9% 71,466 36.9%
Dover 24.5% 20.1% 4.6% 39.2% 6.4% 0.8% 0.0% 4.5% 33,145 -5.6% 5.6% -5.6% 19.9% -4.8% -4.2% 0.0% -5.3% 84,784 39.1%
East Hampshire 39.4% 7.9% 8.9% 30.1% 9.1% 0.5% 0.0% 4.0% 32,012 -0.6% 4.2% -7.9% 13.5% -2.5% -2.8% 0.0% -3.9% 87,320 36.7%
Eastbourne 26.8% 9.6% 15.6% 36.4% 6.6% 0.6% 0.0% 4.4% 26,146 -2.8% 5.0% -5.9% 15.6% -3.9% -3.6% 0.0% -4.5% 70,976 36.8%
Eastleigh 24.2% 9.8% 19.9% 35.0% 6.6% 0.6% 0.0% 3.9% 37,372 -3.6% 4.2% -5.0% 13.7% -2.2% -3.4% 0.0% -3.7% 97,495 38.3%
Elmbridge 43.1% 10.3% 9.1% 24.6% 8.1% 0.5% 0.0% 4.3% 36,419 1.1% 4.6% -4.4% 7.7% -4.0% -2.6% 0.0% -2.3% 95,732 38.0%
Epsom & Ewell 32.6% 14.1% 8.4% 32.0% 8.2% 0.6% 0.0% 4.2% 19,778 -2.0% 6.9% -5.8% 11.0% -2.8% -3.1% 0.0% -4.2% 56,309 35.1%
Fareham 35.7% 8.6% 8.9% 34.0% 7.4% 0.7% 0.0% 4.8% 34,789 -0.9% 3.1% -4.9% 12.7% -2.4% -3.6% 0.0% -4.0% 89,945 38.7%
Gosport 31.3% 11.8% 6.2% 37.2% 6.4% 1.1% 0.0% 6.0% 20,958 -1.0% 4.0% -3.7% 14.0% -3.6% -4.4% 0.0% -5.3% 62,834 33.4%
Gravesham 23.4% 22.4% 2.6% 41.5% 4.7% 0.8% 0.0% 4.5% 26,018 -6.6% 3.8% -4.6% 21.7% -3.5% -5.9% 0.0% -4.9% 72,856 35.7%
Guildford 37.8% 10.4% 11.8% 25.7% 9.4% 0.6% 0.0% 4.3% 38,587 -1.3% 5.5% -8.9% 10.7% -0.7% -2.3% 0.0% -2.9% 101,508 38.0%
Hart 41.8% 7.4% 10.3% 27.5% 7.7% 0.6% 0.0% 4.7% 27,044 2.0% 3.2% -5.1% 9.3% -2.6% -3.0% 0.0% -3.8% 69,411 39.0%
Hastings 21.0% 28.2% 4.5% 30.6% 9.3% 0.9% 0.0% 5.6% 22,821 -3.2% 10.4% -4.5% 11.1% -4.0% -5.7% 0.0% -4.1% 59,949 38.1%
Havant 30.7% 10.7% 6.2% 38.4% 8.0% 1.0% 0.0% 5.1% 30,878 -3.6% 3.9% -6.4% 17.2% -1.6% -4.4% 0.0% -5.0% 94,930 32.5%
Horsham 35.5% 8.7% 8.9% 33.3% 8.9% 0.5% 0.0% 4.0% 37,456 -1.5% 4.6% -7.1% 12.8% -2.3% -3.0% 0.0% -3.4% 100,726 37.2%
Isle of Wight 26.3% 10.4% 5.5% 40.9% 10.9% 0.8% 0.0% 5.1% 35,506 -6.6% 4.4% -6.4% 18.6% -1.7% -4.4% 0.0% -4.0% 111,879 31.7%
Lewes 24.7% 12.5% 13.1% 32.5% 12.8% 0.4% 0.0% 3.9% 29,095 -2.4% 7.6% -10.1% 13.6% -2.9% -2.8% 0.0% -3.0% 75,223 38.7%
Maidstone 28.8% 10.7% 11.2% 37.0% 6.7% 0.8% 0.0% 4.8% 43,186 -6.9% 4.4% -5.3% 17.2% -3.1% -3.4% 0.0% -2.9% 108,834 39.7%
Medway 23.1% 19.1% 3.7% 41.9% 5.7% 1.2% 0.0% 5.3% 65,101 -7.9% 4.5% -5.4% 20.4% -1.5% -6.8% 0.0% -3.2% 193,650 33.6%
Mid Sussex 35.4% 10.2% 8.7% 31.9% 9.6% 0.4% 0.0% 3.8% 37,447 -1.1% 5.7% -10.1% 14.4% -2.4% -2.9% 0.0% -3.6% 106,869 35.0%
38 
Con Lab LDem UKIP Green BNP PC/SNP Others Total Con Lab LDem UKIP Green BNP SNP/PC Others Electorate Turnout
% vote Change 2009-2014, % pts
Milton Keynes 25.5% 24.6% 8.1% 28.7% 7.3% 1.1% 0.0% 4.8% 64,978 -3.6% 9.6% -3.9% 10.7% -3.2% -5.5% 0.0% -4.0% 179,683 36.2%
Mole Valley 38.0% 7.4% 13.2% 27.7% 8.8% 0.6% 0.0% 4.4% 29,360 0.6% 3.4% -5.6% 8.7% -2.8% -2.0% 0.0% -2.3% 66,885 43.9%
New Forest 34.8% 8.0% 7.0% 37.3% 8.2% 0.6% 0.0% 4.1% 50,536 -1.9% 3.9% -7.4% 14.5% -2.1% -3.5% 0.0% -3.5% 142,683 35.4%
Oxford 15.2% 33.0% 13.5% 12.6% 21.1% 0.6% 0.0% 3.9% 39,436 -2.4% 12.7% -4.3% 4.6% -5.0% -2.2% 0.0% -3.4% 103,855 38.0%
Portsmouth 22.2% 17.0% 10.2% 34.2% 10.4% 1.0% 0.0% 5.0% 47,362 -5.0% 6.9% -6.2% 15.1% -0.8% -5.7% 0.0% -4.3% 143,620 33.0%
Reading 23.3% 31.2% 7.3% 20.2% 12.4% 0.9% 0.0% 4.7% 38,634 -5.5% 12.3% -6.0% 7.4% -2.1% -3.2% 0.0% -2.9% 118,076 32.7%
Reigate and Banstead 35.6% 10.6% 7.3% 30.8% 10.1% 0.8% 0.0% 4.7% 38,003 -2.0% 4.7% -4.7% 10.9% -2.1% -4.3% 0.0% -2.5% 102,286 37.2%
Rother 31.4% 10.8% 6.2% 39.1% 7.6% 0.5% 0.0% 4.3% 27,045 -2.7% 5.4% -6.8% 15.7% -4.1% -3.4% 0.0% -4.2% 70,082 38.6%
Runnymede 33.6% 13.2% 5.2% 33.5% 7.9% 0.9% 0.0% 5.7% 20,565 -2.8% 5.7% -5.1% 9.3% -2.2% -2.9% 0.0% -2.0% 63,842 32.2%
Rushmoor 28.7% 16.2% 6.7% 34.4% 7.4% 1.3% 0.0% 5.3% 22,419 -3.6% 8.2% -6.9% 14.3% -1.1% -6.1% 0.0% -4.8% 65,352 34.3%
